SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
202011024,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,5,0,0,0,11,14,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,13,0,6,24,0,4,0,0,8,0,0,0,8,794,1288,263,13,2358,332,32,89,2815,1080,1590,300,11,2981,490,40,97,3602,3,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
202011025,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,16,6,0,0,0,5,7,0,3,17,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,8,10,7,0,0,11,11,0,4,27,0,7,5,0,8,4,0,21,36,1123,1410,565,35,3139,841,138,247,4361,1360,1710,685,42,3800,972,137,171,5084,36,20,19,5,82,107,3,14,208,0,0,0,0,3,4,0,6,10,34,20,21,5,87,106,3,18,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,14,9,0,26,49,0,0,0,0,0,0,0,5,5,0,3,0,0
202021026,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,3,16,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,0,6,23,8,15,3,0,23,8,0,0,33,797,992,184,14,1976,340,38,151,2507,942,1150,190,17,2310,373,35,140,2859,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,8,0,9,32,0,0,0,0,0,0,0,3,3,0,0,0,0
202021027,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,4,27,0,3,34,0,0,0,0,0,4,0,12,14,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,5,8,3,4,0,0,7,8,0,13,25,14,4,3,0,22,13,0,6,36,1086,881,478,42,2486,1468,157,328,4445,1345,919,530,32,2833,1498,135,227,4698,22,11,12,0,42,169,8,14,235,0,3,0,0,3,6,0,0,15,26,11,10,0,49,175,5,14,250,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,11,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,3,3,0
202021028,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,25,4,0,0,0,3,14,0,11,29,0,0,0,0,5,0,0,0,5,3,7,0,0,7,3,0,0,10,10,3,4,0,17,17,0,10,42,9,9,0,0,20,6,0,0,31,1160,815,281,30,2282,986,101,251,3622,1343,879,306,30,2558,1096,90,286,4029,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,19,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,6,3,0,13,22,0,0,0,0,0,0,0,5,7,0,3,0,0
202021029,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,6,0,0,7,11,0,0,19,0,0,0,0,3,14,0,4,26,0,0,0,0,3,4,0,0,6,3,0,0,0,4,0,0,0,3,5,4,0,0,10,20,0,7,37,8,0,0,0,15,8,0,0,27,628,388,165,13,1198,571,56,159,1982,680,416,149,29,1273,613,70,210,2167,0,0,6,0,9,21,0,4,31,0,0,0,0,0,0,0,0,0,3,0,6,0,12,16,0,0,33,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,7,0,0,0,7,21,0,8,41,3,0,0,0,3,0,0,0,7,0,0,0,0
202021030,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,7,4,0,26,49,5,12,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,18,12,0,8,42,4,8,3,0,18,12,0,6,42,4,0,0,0,4,14,0,6,24,1076,1017,355,30,2477,967,89,325,3865,1212,1131,315,30,2692,842,88,230,3853,43,12,24,0,75,159,11,20,265,6,0,0,0,12,7,0,0,14,43,12,27,0,89,164,11,20,278,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,16,21,0,0,37,8,0,3,47,0,0,0,0,0,0,0,4,4,9,5,4,0
202021031,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,7,0,0,14,3,0,0,14,671,911,234,22,1844,501,32,192,2569,807,999,289,12,2106,497,51,121,2771,65,8,20,4,91,108,6,5,207,6,3,5,0,12,3,0,0,15,67,9,21,4,103,111,6,10,225,3,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202031032,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,0,0,4,17,0,6,27,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,9,3,4,3,0,8,19,0,9,42,6,0,0,0,4,0,0,0,5,511,521,139,11,1178,381,34,102,1696,580,565,149,21,1313,362,33,160,1872,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,8,6,0,15,28,0,0,0,0,0,5,0,9,12,3,0,0,0
202031033,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,0,3,0,12,41,0,10,63,4,0,0,0,11,31,0,19,59,0,0,0,0,0,7,0,4,11,0,3,0,0,6,6,4,3,18,6,7,8,0,17,41,3,26,87,15,3,0,0,18,17,0,3,37,910,584,225,17,1739,954,85,335,3112,910,613,222,29,1770,880,72,305,3035,21,12,6,0,29,41,0,22,95,0,0,0,0,0,0,0,0,0,21,12,6,0,29,43,0,22,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,31,0,23,63,0,0,0,0,0,0,0,3,6,3,4,0,0
203011034,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,11,0,3,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,12,14,0,0,0,0,0,0,0,0,4,546,948,175,12,1688,242,27,93,2053,660,1161,216,6,2046,282,20,75,2423,25,5,18,0,52,29,4,4,82,0,0,0,0,0,0,0,0,0,25,5,18,0,52,29,4,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203011035,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,7,0,7,11,0,0,22,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,12,7,0,0,0,10,3,0,0,8,716,933,209,12,1865,438,45,128,2468,825,1138,222,15,2195,432,42,149,2826,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,9,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
203011036,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,0,0,0,0,3,0,0,5,8,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,5,12,4,6,0,0,10,0,0,5,19,656,709,175,21,1563,395,35,114,2111,753,839,211,11,1810,428,43,134,2409,0,0,5,0,7,31,0,0,45,0,0,0,0,0,0,0,0,0,3,0,5,0,12,37,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
203021037,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,8,4,0,24,35,5,9,70,20,8,9,0,33,123,7,73,238,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,4,19,4,9,0,42,126,7,71,244,5,3,0,0,3,10,4,0,20,1396,1384,657,63,3496,1939,297,330,6070,1227,1425,522,67,3246,1275,279,141,4934,170,80,77,9,342,602,36,45,1022,41,26,22,0,91,65,18,6,180,214,102,100,14,428,661,49,55,1201,8,3,0,0,21,34,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,3,0,0,15,37,0,0,53,24,9,12,5,41,128,4,75,244,0,0,0,0,0,0,0,0,0,0,0,0,0
203021039,9,0,61,112,19,39,230,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,92,37,29,0,153,264,46,101,562,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,34,34,7,0,0,0,10,4,0,4,14,7,0,4,0,9,6,0,39,57,6,0,0,0,3,11,0,8,20,1321,1114,502,66,2999,1892,335,420,5649,1084,1005,385,45,2514,1137,241,154,4055,125,58,46,8,241,459,50,65,814,137,53,35,4,229,137,48,28,447,268,110,80,13,470,596,97,100,1260,33,12,14,5,67,120,11,28,224,15,6,8,0,30,56,12,7,102,65,19,13,3,94,185,23,46,348,57,4,4,5,68,59,7,13,151,0,0,0,0,0,0,0,0,0,174,46,27,13,264,411,53,104,831,0,3,0,0,4,0,0,5,6,0,0,0,0,0,0,0,21,21,6,3,4,0
203021040,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,157,64,49,10,270,633,61,90,1056,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,3,5,0,0,0,7,8,0,0,18,5,0,0,0,5,10,0,11,22,11,6,5,0,19,8,0,0,27,1880,2087,819,97,4890,2684,396,439,8409,1819,2246,734,60,4858,1748,291,167,7063,145,65,49,4,259,493,37,39,827,56,39,28,3,119,85,26,13,233,198,104,72,8,383,574,59,46,1059,153,55,49,7,270,612,46,46,971,5,0,6,0,12,42,3,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,54,57,7,277,654,50,55,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
203021042,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,4,0,0,12,10,0,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,8,6,3,0,16,6,0,0,21,2150,2856,592,59,5655,1577,281,265,7776,2213,3040,578,46,5876,1255,252,154,7534,141,49,60,4,255,470,26,41,783,45,23,7,3,80,101,13,6,189,182,71,66,10,332,563,34,47,974,0,0,0,0,0,0,0,0,0,5,0,0,0,5,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
203021043,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,4,0,8,23,0,0,31,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,5,3,3,0,11,1600,2294,663,50,4606,1094,114,243,6058,1728,2516,699,56,4992,1111,139,197,6437,153,79,55,6,301,264,16,25,598,8,4,6,0,15,10,5,0,31,162,84,67,6,315,275,13,25,633,4,3,0,0,12,39,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,43,0,5,62,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
203021044,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,4,0,0,0,7,28,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,28,0,11,47,0,0,0,0,0,0,0,0,3,1350,1577,522,31,3483,1019,89,213,4805,1420,1577,542,43,3586,958,86,120,4747,82,5,30,7,127,190,4,4,324,3,0,4,0,9,3,0,0,9,82,5,35,7,133,189,4,4,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,15,45,4,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0
203021045,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,3,17,47,7,0,0,0,5,25,0,0,35,0,0,0,0,0,0,0,9,9,7,4,0,0,11,5,6,0,20,14,4,0,0,20,38,0,15,70,0,0,8,0,8,5,3,0,12,1460,1308,870,76,3712,1979,201,343,6238,1571,1203,851,75,3694,1641,205,289,5828,98,40,49,11,203,493,37,77,798,7,4,8,0,15,28,0,8,53,106,43,59,14,215,522,34,80,854,16,3,6,0,24,22,5,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,14,3,4,0,24,21,5,4,57,4,0,0,0,4,25,0,9,36,0,0,0,0,0,0,0,0,0,0,4,0,0
203021046,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,21,3,3,3,36,63,3,21,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,3,12,4,4,0,0,5,3,0,0,18,988,1223,325,39,2575,1088,139,217,4025,868,1198,275,18,2362,630,99,89,3177,108,48,40,0,202,397,19,28,647,59,40,29,4,134,48,21,8,207,171,87,68,0,335,448,39,35,858,16,6,7,0,24,66,4,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,0,24,66,4,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
203021047,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,48,32,33,3,109,139,10,37,297,3,0,0,0,3,32,0,7,43,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,9,7,0,0,0,10,38,0,8,54,3,0,0,0,7,14,0,0,18,1440,1504,743,63,3748,1708,200,295,5950,1465,1501,670,70,3712,1427,166,180,5485,96,39,47,9,185,259,24,36,513,67,29,21,0,117,78,8,17,221,161,63,74,7,302,336,36,53,730,36,34,40,0,111,147,8,15,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,40,0,115,147,8,13,284,15,0,0,0,12,41,0,10,71,0,0,0,0,0,0,0,0,0,4,0,0,0
203021485,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,383,398,92,13,886,347,63,61,1353,931,1178,332,35,2472,638,236,107,3455,93,29,16,3,149,174,5,12,336,0,0,9,0,15,5,0,0,22,97,35,27,3,163,181,5,9,358,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203021486,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,24,13,16,4,55,52,4,6,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,28,0,0,34,19,0,0,58,4,23,0,0,37,23,0,4,64,10,4,3,0,13,0,0,0,20,1326,1735,1193,70,4322,1656,203,342,6521,1327,1686,1194,109,4309,1426,229,372,6334,41,26,28,9,103,251,17,38,405,5,3,7,0,17,14,0,5,34,47,27,36,9,116,264,16,43,439,18,7,14,0,44,48,0,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,14,0,44,48,0,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,27,5,0
203021487,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,4,0,0,8,83,3,11,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,57,10,0,78,9,12,18,125,14,57,10,0,82,9,12,23,125,0,0,0,3,4,6,3,0,13,1931,2304,789,73,5100,1618,301,288,7306,2288,2873,907,92,6161,1588,378,192,8314,164,59,54,0,283,489,21,52,846,15,9,15,0,35,22,0,5,63,180,66,72,0,320,508,21,53,905,7,0,0,0,7,22,6,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,0,0,0,7,21,6,3,37,6,0,0,0,9,13,0,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0
