SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
202011024,646,1114,162,9,1928,203,33,23,2195,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,8,3,3,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,5,17,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,17,0,3,24,0,0,0,0,0,0,0,0,0,649,1119,165,9,1947,222,33,27,2235,785,1285,256,13,2340,315,32,88,2775,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
202011025,863,1074,367,34,2341,577,109,89,3112,0,4,0,0,4,11,0,0,17,4,4,0,0,7,0,0,0,9,4,8,0,0,11,15,0,4,27,10,0,9,0,18,37,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,12,0,9,0,17,39,0,6,63,3,0,0,0,3,12,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,15,0,24,43,0,0,0,0,0,0,0,0,0,880,1083,376,34,2376,637,110,118,3249,1098,1396,553,34,3079,748,133,199,4161,13,10,13,0,32,65,7,15,120,0,0,0,0,0,0,0,0,5,18,10,13,0,36,70,6,15,127,0,0,0,0,3,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0
202021026,690,897,146,8,1739,286,27,68,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,6,0,8,19,0,10,36,3,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,3,8,4,4,0,15,19,0,10,44,0,0,0,0,0,0,0,0,4,697,899,151,8,1755,312,27,80,2171,780,975,176,16,1948,316,37,138,2437,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0
202021027,1000,876,454,37,2366,1104,113,123,3702,8,0,8,0,23,76,8,6,110,0,0,0,0,3,0,0,0,6,11,9,8,0,27,75,8,7,111,25,8,20,0,47,172,10,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,25,8,20,0,47,172,10,3,235,4,0,0,0,5,7,0,6,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,9,7,0,0,0,8,17,0,11,33,0,0,0,0,0,6,0,0,3,1039,889,486,43,2450,1363,128,146,4083,1040,863,458,40,2393,1256,145,279,4076,31,8,18,4,59,168,9,25,264,0,0,0,0,0,5,0,0,5,27,9,18,4,58,175,9,25,269,0,0,4,0,4,27,0,7,33,0,0,0,0,0,0,0,0,0,0,0
202021028,1077,823,292,20,2209,881,99,139,3330,0,0,0,0,6,13,0,0,20,0,6,0,0,6,0,0,0,6,0,4,0,0,6,17,0,0,25,0,0,0,0,0,21,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,7,21,0,4,32,3,0,0,0,7,12,0,17,34,0,0,0,0,0,5,0,0,11,10,6,0,0,11,15,0,0,26,9,4,0,0,18,30,0,18,68,0,0,0,0,0,0,0,0,5,1091,838,296,20,2248,951,99,163,3450,1130,799,280,26,2241,924,104,242,3508,0,0,0,0,4,10,0,0,19,0,0,0,0,0,3,0,0,3,0,0,0,0,4,10,0,0,23,0,0,0,0,0,19,0,0,24,0,0,0,0,0,0,0,0,0,0,0
202021029,565,329,152,17,1068,458,49,97,1674,8,0,0,0,10,11,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,10,11,0,4,26,9,0,5,3,20,26,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,9,0,6,3,18,22,0,6,47,0,4,0,0,9,23,0,10,40,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,9,3,4,0,0,13,26,0,11,58,0,0,0,0,0,0,0,0,0,590,339,157,20,1109,517,52,118,1806,606,377,165,13,1164,530,56,152,1897,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,4,6,0,0,7,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0
202021030,969,944,315,29,2252,746,75,124,3197,6,3,7,0,18,39,6,4,67,0,0,0,0,0,0,0,0,0,6,3,7,0,18,39,6,4,67,17,6,23,0,42,102,9,14,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,4,0,0,6,17,6,21,0,45,106,9,14,173,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,8,6,3,0,24,3,0,0,27,9,6,3,0,25,10,0,5,34,0,0,0,0,0,0,0,0,0,1006,965,345,27,2340,899,82,136,3464,1029,993,327,27,2378,791,83,291,3542,19,7,17,0,54,94,6,10,164,0,0,0,0,0,0,0,3,0,21,7,17,0,53,94,6,12,167,12,7,0,0,22,49,5,12,84,0,0,0,0,0,0,0,0,0,0,0
202021031,635,854,208,13,1713,461,53,106,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,16,22,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,3,5,0,16,22,0,4,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,642,857,213,13,1726,486,48,110,2368,651,901,226,25,1800,449,32,178,2462,7,3,9,0,23,41,0,3,66,5,0,0,0,8,0,0,3,7,11,10,7,0,27,41,0,10,79,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0
202031032,479,502,136,9,1123,335,32,45,1540,0,0,0,0,0,5,0,3,17,0,0,0,0,0,6,0,0,0,3,0,0,0,4,10,0,3,17,4,3,0,0,6,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,3,0,0,6,13,0,0,20,3,0,0,0,3,8,0,6,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,3,4,0,0,10,12,0,6,27,0,0,0,0,0,0,0,0,0,490,509,134,8,1145,367,32,59,1604,503,514,131,11,1155,354,36,94,1644,0,3,0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,8,3,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
202031033,931,649,221,27,1819,824,66,133,2846,0,0,0,0,0,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,11,8,0,6,0,12,40,0,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,6,8,0,6,0,12,41,0,6,54,3,0,0,0,8,30,0,38,74,0,0,0,0,0,4,0,0,13,11,4,3,0,20,12,0,3,38,16,6,5,0,31,47,0,44,125,0,0,0,0,0,0,0,0,0,957,654,226,25,1862,921,74,188,3039,876,579,218,17,1686,854,78,295,2914,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,10,0,3,0,12,41,0,10,63,0,0,0,0,0,0,0,0,0,0,0
203011034,449,713,101,6,1273,187,15,24,1498,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,0,0,0,0,4,0,0,0,4,458,719,101,6,1277,186,15,30,1510,545,944,175,12,1680,240,27,82,2027,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
203011035,662,839,178,11,1693,386,33,52,2161,5,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,7,5,0,0,0,4,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,0,0,13,0,0,0,0,3,5,0,0,8,0,3,0,0,3,0,0,0,9,3,0,0,0,3,0,0,0,4,3,3,3,0,10,11,0,0,19,0,0,0,0,0,0,0,0,0,673,844,184,11,1713,403,33,51,2192,703,919,203,12,1838,416,45,121,2418,4,6,0,0,7,6,0,0,12,0,0,0,0,0,0,0,0,0,4,6,0,0,7,6,0,0,12,8,0,7,0,7,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0
203011036,639,746,166,9,1566,336,37,77,2016,5,4,8,0,15,22,0,6,35,0,0,0,0,0,0,0,0,0,5,4,8,0,15,22,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,3,5,650,749,172,9,1585,357,37,88,2066,640,705,171,21,1541,382,35,111,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
203021037,1227,1268,544,58,3097,1194,181,112,4581,90,16,34,4,147,263,21,15,444,21,0,9,0,35,25,7,7,67,112,18,44,4,179,285,31,19,515,112,21,40,10,191,338,37,18,578,3,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,113,21,45,10,194,347,37,18,587,32,8,10,0,49,154,9,134,348,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,6,32,9,9,4,53,155,9,137,361,0,0,0,0,0,0,0,0,0,1484,1324,642,74,3525,1976,254,289,6040,1123,1299,547,49,3017,1167,206,184,4578,213,67,70,6,361,550,56,63,1026,26,9,16,5,59,53,21,13,137,235,75,94,12,420,598,79,66,1162,11,8,4,0,20,35,5,9,66,0,0,0,0,0,0,0,0,0,0,0
203021039,955,994,436,67,2450,1123,231,133,3938,54,29,15,6,109,113,25,14,253,84,31,16,3,139,77,22,20,253,140,63,36,13,246,191,41,28,505,97,31,47,11,186,396,55,45,676,15,0,0,0,14,23,8,13,57,26,6,3,0,42,35,0,84,162,..,..,..,..,..,..,..,..,..,0,0,0,0,4,10,0,3,17,135,43,50,11,244,462,65,138,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,14,0,0,0,13,15,12,4,44,14,0,0,0,13,11,12,30,70,0,0,0,0,0,3,5,0,3,1240,1101,525,84,2953,1798,348,330,5433,962,976,400,49,2383,1068,204,211,3869,116,50,39,15,220,420,36,42,720,143,46,28,7,228,122,49,18,422,259,97,65,23,445,541,87,68,1139,36,22,13,0,70,96,12,42,220,17,4,5,0,28,48,12,23,111,40,11
203021040,1575,1917,722,87,4303,1649,276,209,6432,84,20,35,0,144,269,26,15,449,33,21,25,0,77,44,13,5,148,119,42,57,0,222,317,38,21,593,146,38,71,6,256,734,73,74,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,146,38,71,6,256,742,73,74,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,4,4,3,0,10,0,0,0,0,0,0,0,0,0,1844,2001,849,98,4783,2708,387,302,8180,1548,1940,691,81,4256,1549,279,264,6343,129,41,44,6,225,421,35,56,740,40,25,31,5,106,61,15,28,209,172,75,80,10,338,481,55,78,951,157,64,49,10,270,615,55,75,1020,0,0,0,0,0,20,0,13,35,0,0
203021042,1838,2455,488,35,4818,963,185,139,6100,27,9,6,0,34,62,10,4,111,12,3,3,0,19,8,3,4,33,39,17,10,0,56,69,11,3,139,146,50,59,6,269,477,37,33,811,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,8,148,56,66,6,281,481,37,36,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2026,2527,558,45,5154,1508,230,181,7071,1961,2769,539,52,5310,1095,237,192,6840,142,57,42,6,252,393,35,46,719,41,20,11,0,66,69,7,10,158,184,76,50,6,318,466,47,49,878,4,4,0,0,12,10,0,10,35,0,0,0,0,0,0,0,0,0,0,0
203021043,1364,2012,580,28,3980,763,87,114,4947,31,13,15,0,63,76,0,0,141,8,3,0,0,6,3,0,0,12,37,10,15,0,70,79,0,0,148,41,17,23,0,82,99,11,4,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,42,17,24,0,82,93,11,4,196,0,3,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,3,4,9,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,1447,2041,621,32,4138,942,97,120,5302,1468,2182,588,44,4283,879,99,216,5480,119,99,71,6,296,179,11,28,511,5,4,0,0,10,10,0,0,21,129,103,71,6,303,184,11,28,528,3,0,4,0,7,23,0,0,27,0,0,0,0,0,0,0,0,0,0,0
203021044,1066,1279,333,27,2708,510,59,49,3323,5,0,13,0,19,19,0,0,40,0,6,0,0,7,0,0,0,9,7,9,13,0,31,22,0,0,45,64,10,29,0,106,123,6,3,234,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,64,10,29,0,108,126,6,3,244,37,4,0,0,43,44,7,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,43,44,7,4,94,0,0,0,0,0,0,0,0,4,1183,1302,377,28,2886,696,71,56,3712,1285,1560,491,31,3370,785,82,200,4434,56,15,25,0,99,193,3,7,297,0,0,0,0,7,3,0,0,8,58,16,30,0,105,201,3,7,311,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0
203021045,1262,1414,778,55,3514,1144,140,138,4932,54,9,33,3,98,175,12,10,293,0,3,0,0,3,0,0,0,3,54,11,33,3,103,172,13,10,300,99,22,77,5,200,502,31,37,770,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,9,99,24,77,5,204,511,32,39,786,10,0,3,0,14,23,0,0,42,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,4,0,14,23,0,5,47,0,0,0,0,0,0,0,0,0,1433,1448,891,64,3833,1853,193,187,6068,1336,1253,777,64,3426,1527,169,263,5385,101,42,82,11,236,370,26,47,679,3,0,7,0,20,24,0,5,43,114,42,90,15,248,393,29,46,719,0,0,0,0,7,23,3,17,47,0,0,0,0,0,0,0,0,0,0,0
203021046,754,1154,245,25,2176,642,109,71,3002,46,16,27,4,92,175,8,16,289,28,21,6,0,61,44,6,6,114,74,42,35,3,151,216,22,23,404,87,22,33,9,154,284,19,31,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,5,91,22,33,9,156,284,19,31,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,6,0,0,0,7,0,4,0,0,6,0,0,3,11,0,0,0,0,0,0,0,0,0,912,1220,313,38,2486,1143,144,125,3906,779,1124,259,31,2193,620,93,100,3011,131,32,40,0,217,357,23,66,656,57,51,20,0,124,47,15,22,204,187,85,59,10,339,403,36,85,867,21,3,3,3,36,63,3,21,121,0,0,0,0,0,0,0,0,0,0,0
203021047,1327,1427,600,49,3401,1128,142,143,4812,43,9,19,0,74,104,3,15,195,34,14,17,0,64,32,3,13,116,77,29,32,0,137,136,7,27,306,58,33,60,4,157,233,13,28,438,4,0,0,0,9,11,0,5,22,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,3,73,33,65,4,169,247,13,38,466,3,0,3,0,9,22,0,17,44,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,9,25,0,16,51,0,0,0,0,0,0,0,0,4,1474,1480,701,59,3716,1533,166,232,5644,1255,1374,622,55,3307,1233,146,197,4880,100,63,68,4,233,229,36,37,534,34,32,16,0,83,64,6,10,168,131,98,85,10,316,287,46,48,699,48,32,33,3,109,139,10,37,297,0,0,0,0,0,0,0,0,0,0,0
203021485,145,175,43,7,364,95,21,21,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,109,3,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,51,0,0,0,51,109,3,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,172,44,7,419,200,24,29,674,350,379,79,13,825,311,55,62,1246,31,21,10,0,59,36,5,0,101,0,0,0,0,0,0,0,0,5,31,18,10,0,60,36,5,0,104,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
203021486,1318,1845,1127,79,4372,1185,159,179,5893,5,6,9,0,19,71,0,0,86,12,3,4,0,24,17,6,0,39,13,10,14,0,35,86,6,0,126,50,18,49,4,115,237,13,27,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,50,18,49,4,115,239,13,27,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,0,7,0,5,0,0,10,0,0,3,15,0,0,0,0,0,0,0,0,0,1382,1874,1193,88,4538,1508,175,217,6428,1250,1670,1131,68,4119,1347,181,303,5948,31,16,33,3,94,223,16,20,350,3,0,7,0,9,6,3,0,20,37,16,40,5,100,230,16,20,370,24,13,16,4,55,52,4,6,121,0,0,0,0,0,0,0,0,0,0,0
203021487,1648,2212,647,71,4568,915,210,111,5806,83,11,17,0,119,247,8,0,370,0,0,0,0,0,0,0,0,5,89,11,17,0,113,246,8,0,371,83,21,22,0,128,257,12,21,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,83,21,23,0,128,258,12,21,420,0,0,0,0,0,10,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,23,0,0,0,0,0,0,0,0,0,1818,2240,690,73,4824,1426,227,147,6625,1735,2173,710,67,4678,1141,259,222,6301,171,75,64,5,311,372,19,31,733,9,3,4,0,11,8,5,0,31,182,77,69,5,324,379,26,32,758,0,4,0,0,8,83,3,16,107,0,0,0,0,0,0,0,0,0,0,0
